transaction_id,datetime,item,category,qty,unit_price_ils,total_ils,payment_method,card_brand,employee,tip_ils,customer_id,order_type
SQ-20260207,2026-01-22 21:55:00,Israeli Breakfast,Breakfast,1,68.00,68.00,Bit,,Tomer,0.00,,Dine-in
SQ-20260208,2026-01-23 10:50:00,Cappuccino,Coffee,1,16.00,16.00,Credit Card,Isracard,Tomer,0.00,CUST-1180,Takeaway
SQ-20260209,2026-01-23 23:21:00,Water Bottle,Drink,2,8.00,16.00,Bit,,Tomer,0.80,,Dine-in
SQ-20260210,2026-01-24 12:04:00,Halloumi Sandwich,Sandwich,2,38.00,76.00,Bit,,Ruby,0.00,,Dine-in
SQ-20260211,2026-01-25 01:56:00,Americano,Coffee,1,14.00,14.00,Cash,,Yael,0.00,,Takeaway
SQ-20260212,2026-01-25 14:30:00,Macchiato,Coffee,1,14.00,14.00,Cash,,Tomer,0.00,,Dine-in
SQ-20260213,2026-01-26 03:55:00,Tuna Sandwich,Sandwich,1,36.00,36.00,Credit Card,Mastercard,Shira,1.80,,Takeaway
SQ-20260214,2026-01-26 16:21:00,Flat White,Coffee,1,18.00,18.00,Bit,,Tomer,1.80,,Dine-in
SQ-20260215,2026-01-27 05:46:00,Muffin Blueberry,Pastry,1,14.00,14.00,Google Pay,,Yael,1.40,,Dine-in
SQ-20260216,2026-01-27 18:05:00,Croissant Chocolate,Pastry,2,16.00,32.00,Cash,,Shira,0.00,,Takeaway
SQ-20260217,2026-01-28 07:10:00,Halloumi Sandwich,Sandwich,1,38.00,38.00,Bit,,Ruby,4.56,,Dine-in
SQ-20260218,2026-01-28 20:39:00,Muffin Blueberry,Pastry,1,14.00,14.00,Credit Card,Visa,Tomer,1.68,,Takeaway
SQ-20260219,2026-01-29 09:51:00,Veggie Wrap,Sandwich,2,36.00,72.00,Credit Card,Visa,Yael,8.64,,Dine-in
SQ-20260220,2026-01-29 22:08:00,Cappuccino,Coffee,1,16.00,16.00,Bit,,Tomer,0.80,,Dine-in
SQ-20260221,2026-01-30 11:38:00,Latte,Coffee,2,18.00,36.00,Bit,,Tomer,1.80,,Takeaway
SQ-20260222,2026-01-31 00:08:00,Shakshuka,Breakfast,1,52.00,52.00,Bit,,Tomer,0.00,,Dine-in
SQ-20260223,2026-01-01 13:01:00,Veggie Wrap,Sandwich,1,36.00,36.00,Apple Pay,,Shira,3.60,CUST-1133,Takeaway
SQ-20260224,2026-01-02 02:13:00,Yogurt Parfait,Breakfast,1,32.00,32.00,Bit,,Yael,0.00,CUST-1037,Takeaway
SQ-20260225,2026-01-02 15:11:00,Lemonade,Drink,2,14.00,28.00,Credit Card,Amex,Tomer,3.36,,Dine-in
SQ-20260226,2026-01-03 04:35:00,Avocado Toast,Breakfast,1,42.00,42.00,Cash,,Yael,0.00,,Dine-in
SQ-20260227,2026-01-03 17:50:00,Scone,Pastry,1,12.00,12.00,Credit Card,Visa,Yael,0.00,,Dine-in
SQ-20260228,2026-01-04 06:23:00,Avocado Toast,Breakfast,2,42.00,84.00,Bit,,Yael,0.00,,Dine-in
SQ-20260229,2026-01-04 19:04:00,Croissant Plain,Pastry,1,14.00,14.00,Bit,,Yael,0.70,,Takeaway
SQ-20260230,2026-01-05 08:04:00,Latte,Coffee,3,18.00,54.00,Credit Card,Mastercard,Shira,6.48,,Dine-in
SQ-20260231,2026-01-05 21:56:00,Water Bottle,Drink,2,8.00,16.00,Google Pay,,Yael,0.00,,Dine-in
SQ-20260232,2026-01-06 10:53:00,Hafuch,Coffee,1,16.00,16.00,Cash,,Yael,0.00,CUST-1115,Dine-in
SQ-20260233,2026-01-07 00:00:00,Shakshuka,Breakfast,3,52.00,156.00,Credit Card,Mastercard,Yael,18.72,,Dine-in
SQ-20260234,2026-01-07 12:08:00,Tuna Sandwich,Sandwich,1,36.00,36.00,Apple Pay,,Ruby,3.60,,Takeaway
SQ-20260235,2026-01-08 02:00:00,Granola Bowl,Breakfast,1,38.00,38.00,Google Pay,,Tomer,3.80,,Takeaway
SQ-20260236,2026-01-08 14:02:00,Water Bottle,Drink,3,8.00,24.00,Credit Card,Visa,Tomer,2.40,,Dine-in
SQ-20260237,2026-01-09 03:49:00,Granola Bowl,Breakfast,1,38.00,38.00,Credit Card,Mastercard,Tomer,3.80,,Dine-in
SQ-20260238,2026-01-09 16:30:00,Iced Latte,Coffee,2,20.00,40.00,Bit,,Tomer,2.00,CUST-1030,Dine-in
SQ-20260239,2026-01-10 05:28:00,Muffin Blueberry,Pastry,1,14.00,14.00,Cash,,Tomer,0.00,,Dine-in
SQ-20260240,2026-01-10 18:55:00,Halloumi Sandwich,Sandwich,1,38.00,38.00,Bit,,Shira,0.00,,Takeaway
SQ-20260241,2026-01-11 07:35:00,Hafuch,Coffee,1,16.00,16.00,Bit,,Ruby,0.00,,Dine-in
SQ-20260242,2026-01-11 20:06:00,Americano,Coffee,1,14.00,14.00,Bit,,Yael,0.70,,Dine-in
SQ-20260243,2026-01-12 09:52:00,Croissant Chocolate,Pastry,3,16.00,48.00,Bit,,Yael,0.00,,Takeaway
SQ-20260244,2026-01-12 22:29:00,Israeli Breakfast,Breakfast,3,68.00,204.00,Bit,,Ruby,0.00,,Takeaway
SQ-20260245,2026-01-13 11:29:00,Iced Latte,Coffee,1,20.00,20.00,Bit,,Ruby,0.00,,Takeaway
SQ-20260246,2026-01-14 00:56:00,Water Bottle,Drink,2,8.00,16.00,Bit,,Tomer,1.60,CUST-1055,Takeaway
SQ-20260247,2026-01-14 13:08:00,Lemonade,Drink,1,14.00,14.00,Bit,,Shira,0.00,CUST-1026,Takeaway
SQ-20260248,2026-01-15 02:35:00,Cold Brew,Coffee,1,20.00,20.00,Cash,,Ruby,0.00,,Takeaway
SQ-20260249,2026-01-15 15:48:00,Avocado Toast,Breakfast,1,42.00,42.00,Google Pay,,Tomer,4.20,CUST-1049,Takeaway
SQ-20260250,2026-01-16 04:23:00,Caesar Salad,Salad,3,46.00,138.00,Apple Pay,,Tomer,0.00,,Takeaway
SQ-20260251,2026-01-16 17:25:00,Shakshuka,Breakfast,1,52.00,52.00,Credit Card,Visa,Tomer,0.00,,Takeaway
SQ-20260252,2026-01-17 06:29:00,Latte,Coffee,2,18.00,36.00,Apple Pay,,Yael,0.00,,Dine-in
SQ-20260253,2026-01-17 19:10:00,Cookie,Pastry,3,10.00,30.00,Cash,,Yael,0.00,,Takeaway
SQ-20260254,2026-01-18 08:34:00,Israeli Breakfast,Breakfast,2,68.00,136.00,Cash,,Shira,0.00,,Dine-in
SQ-20260255,2026-01-18 21:21:00,Cheese Sandwich,Sandwich,1,32.00,32.00,Bit,,Yael,0.00,,Dine-in
SQ-20260256,2026-01-19 10:38:00,Israeli Breakfast,Breakfast,1,68.00,68.00,Google Pay,,Yael,0.00,,Takeaway
SQ-20260257,2026-01-19 23:30:00,Flat White,Coffee,1,18.00,18.00,Google Pay,,Shira,0.00,,Dine-in
SQ-20260258,2026-01-20 12:02:00,Granola Bowl,Breakfast,3,38.00,114.00,Credit Card,Visa,Ruby,5.70,,Dine-in
SQ-20260259,2026-01-21 01:26:00,Halloumi Sandwich,Sandwich,1,38.00,38.00,Apple Pay,,Yael,1.90,,Dine-in
SQ-20260260,2026-01-21 14:45:00,Latte,Coffee,1,18.00,18.00,Apple Pay,,Tomer,2.16,,Takeaway
SQ-20260261,2026-01-22 03:20:00,Flat White,Coffee,1,18.00,18.00,Apple Pay,,Tomer,1.80,,Dine-in
SQ-20260262,2026-01-22 16:39:00,Israeli Breakfast,Breakfast,1,68.00,68.00,Cash,,Tomer,0.00,,Dine-in
SQ-20260263,2026-01-23 06:00:00,Croissant Plain,Pastry,2,14.00,28.00,Cash,,Tomer,0.00,,Dine-in
SQ-20260264,2026-01-23 18:30:00,Scone,Pastry,1,12.00,12.00,Cash,,Tomer,0.00,CUST-1278,Takeaway
SQ-20260265,2026-01-24 07:57:00,Cookie,Pastry,2,10.00,20.00,Credit Card,Mastercard,Ruby,0.00,,Dine-in
SQ-20260266,2026-01-24 20:22:00,Beer (Tap),Drink,1,28.00,28.00,Cash,,Tomer,0.00,,Dine-in
SQ-20260267,2026-01-25 09:52:00,Avocado Toast,Breakfast,1,42.00,42.00,Apple Pay,,Tomer,0.00,CUST-1315,Takeaway
SQ-20260268,2026-01-25 22:15:00,Iced Latte,Coffee,1,20.00,20.00,Apple Pay,,Yael,2.40,,Dine-in
SQ-20260269,2026-01-26 11:26:00,Croissant Chocolate,Pastry,2,16.00,32.00,Credit Card,Amex,Yael,0.00,,Dine-in
SQ-20260270,2026-01-27 00:26:00,Tuna Sandwich,Sandwich,3,36.00,108.00,Bit,,Shira,12.96,,Dine-in
SQ-20260271,2026-01-27 13:20:00,Croissant Plain,Pastry,2,14.00,28.00,Credit Card,Amex,Yael,0.00,,Dine-in
SQ-20260272,2026-01-28 02:58:00,Beer (Tap),Drink,1,28.00,28.00,Credit Card,Visa,Shira,1.40,,Dine-in
SQ-20260273,2026-01-28 15:56:00,Americano,Coffee,1,14.00,14.00,Google Pay,,Yael,0.00,,Dine-in
SQ-20260274,2026-01-29 04:18:00,Banana Bread,Pastry,3,18.00,54.00,Apple Pay,,Yael,2.70,,Dine-in
SQ-20260275,2026-01-29 17:54:00,Shakshuka,Breakfast,1,52.00,52.00,Cash,,Ruby,0.00,,Takeaway
SQ-20260276,2026-01-30 06:41:00,Macchiato,Coffee,2,14.00,28.00,Credit Card,Amex,Tomer,0.00,,Dine-in
SQ-20260277,2026-01-30 19:11:00,Yogurt Parfait,Breakfast,2,32.00,64.00,Bit,,Shira,6.40,,Takeaway
SQ-20260278,2026-01-01 08:42:00,Hafuch,Coffee,1,16.00,16.00,Credit Card,Mastercard,Tomer,0.00,CUST-1196,Dine-in
SQ-20260279,2026-01-01 21:28:00,Salad Bowl,Salad,1,48.00,48.00,Bit,,Tomer,4.80,,Dine-in
SQ-20260280,2026-01-02 10:16:00,Tuna Sandwich,Sandwich,1,36.00,36.00,Cash,,Ruby,0.00,,Takeaway
SQ-20260281,2026-01-02 23:19:00,Flat White,Coffee,1,18.00,18.00,Apple Pay,,Tomer,0.00,,Dine-in
SQ-20260282,2026-01-03 12:23:00,Yogurt Parfait,Breakfast,1,32.00,32.00,Credit Card,Mastercard,Yael,1.60,,Takeaway
SQ-20260283,2026-01-04 01:23:00,Muffin Blueberry,Pastry,2,14.00,28.00,Bit,,Yael,3.36,,Dine-in
SQ-20260284,2026-01-04 14:43:00,Salad Bowl,Salad,2,48.00,96.00,Credit Card,Isracard,Shira,9.60,,Dine-in
SQ-20260285,2026-01-05 03:58:00,Granola Bowl,Breakfast,1,38.00,38.00,Apple Pay,,Yael,0.00,,Dine-in
SQ-20260286,2026-01-05 16:10:00,Croissant Chocolate,Pastry,2,16.00,32.00,Bit,,Ruby,3.84,,Takeaway
SQ-20260287,2026-01-06 05:31:00,Cappuccino,Coffee,3,16.00,48.00,Bit,,Ruby,2.40,CUST-1212,Takeaway
SQ-20260288,2026-01-06 18:36:00,Americano,Coffee,1,14.00,14.00,Cash,,Tomer,0.00,CUST-1130,Dine-in
SQ-20260289,2026-01-07 07:47:00,Cold Brew,Coffee,2,20.00,40.00,Credit Card,Mastercard,Tomer,4.80,CUST-1030,Dine-in
SQ-20260290,2026-01-07 20:59:00,Israeli Breakfast,Breakfast,1,68.00,68.00,Bit,,Yael,0.00,,Takeaway
SQ-20260291,2026-01-08 09:23:00,Lemonade,Drink,1,14.00,14.00,Bit,,Shira,0.00,,Takeaway
SQ-20260292,2026-01-08 22:08:00,Tuna Sandwich,Sandwich,3,36.00,108.00,Credit Card,Visa,Yael,5.40,,Dine-in
SQ-20260293,2026-01-09 11:53:00,Espresso,Coffee,2,12.00,24.00,Cash,,Shira,0.00,,Takeaway
SQ-20260294,2026-01-10 00:27:00,Avocado Toast,Breakfast,1,42.00,42.00,Cash,,Yael,0.00,,Dine-in
SQ-20260295,2026-01-10 13:17:00,Cold Brew,Coffee,3,20.00,60.00,Credit Card,Visa,Tomer,3.00,,Dine-in
SQ-20260296,2026-01-11 02:15:00,Cold Brew,Coffee,1,20.00,20.00,Google Pay,,Ruby,1.00,,Dine-in
SQ-20260297,2026-01-11 15:15:00,Veggie Wrap,Sandwich,1,36.00,36.00,Bit,,Yael,3.60,,Dine-in
SQ-20260298,2026-01-12 04:08:00,Shakshuka,Breakfast,3,52.00,156.00,Cash,,Tomer,0.00,,Takeaway
SQ-20260299,2026-01-12 17:38:00,Salad Bowl,Salad,2,48.00,96.00,Bit,,Yael,0.00,,Takeaway
SQ-20260300,2026-01-13 06:14:00,Muffin Blueberry,Pastry,1,14.00,14.00,Credit Card,Isracard,Yael,1.68,,Takeaway
SQ-20260301,2026-01-13 19:35:00,Israeli Breakfast,Breakfast,1,68.00,68.00,Bit,,Tomer,8.16,,Takeaway
SQ-20260302,2026-01-14 08:20:00,Halloumi Sandwich,Sandwich,1,38.00,38.00,Credit Card,Mastercard,Shira,0.00,,Takeaway
SQ-20260303,2026-01-14 21:15:00,Fresh OJ,Drink,1,18.00,18.00,Credit Card,Mastercard,Ruby,1.80,,Takeaway
SQ-20260304,2026-01-15 10:35:00,Shakshuka,Breakfast,1,52.00,52.00,Cash,,Tomer,0.00,,Dine-in
SQ-20260305,2026-01-15 23:59:00,Banana Bread,Pastry,2,18.00,36.00,Credit Card,Isracard,Tomer,0.00,CUST-1193,Takeaway
SQ-20260306,2026-01-16 12:38:00,Americano,Coffee,3,14.00,42.00,Cash,,Yael,0.00,,Takeaway
SQ-20260307,2026-01-17 01:13:00,Israeli Breakfast,Breakfast,1,68.00,68.00,Bit,,Tomer,0.00,,Dine-in
SQ-20260308,2026-01-17 14:47:00,Hafuch,Coffee,2,16.00,32.00,Bit,,Yael,3.84,,Dine-in
SQ-20260309,2026-01-18 03:25:00,Beer (Tap),Drink,1,28.00,28.00,Bit,,Tomer,1.40,,Dine-in
SQ-20260310,2026-01-18 16:19:00,Macchiato,Coffee,1,14.00,14.00,Bit,,Shira,0.00,,Takeaway
SQ-20260311,2026-01-19 05:48:00,Water Bottle,Drink,1,8.00,8.00,Cash,,Tomer,0.00,,Dine-in
SQ-20260312,2026-01-19 18:36:00,Fresh OJ,Drink,1,18.00,18.00,Credit Card,Visa,Tomer,1.80,,Takeaway
SQ-20260313,2026-01-20 07:46:00,Muffin Blueberry,Pastry,1,14.00,14.00,Cash,,Tomer,0.00,,Takeaway
SQ-20260314,2026-01-20 20:53:00,Iced Latte,Coffee,1,20.00,20.00,Bit,,Tomer,1.00,,Takeaway
SQ-20260315,2026-01-21 09:29:00,Flat White,Coffee,2,18.00,36.00,Bit,,Yael,0.00,,Takeaway
SQ-20260316,2026-01-21 22:11:00,Beer (Tap),Drink,3,28.00,84.00,Credit Card,Isracard,Ruby,0.00,,Dine-in
SQ-20260317,2026-01-22 11:48:00,Espresso,Coffee,1,12.00,12.00,Cash,,Ruby,0.00,,Dine-in
SQ-20260318,2026-01-23 00:13:00,Shakshuka,Breakfast,1,52.00,52.00,Credit Card,Isracard,Tomer,6.24,,Takeaway
SQ-20260319,2026-01-23 13:42:00,Israeli Breakfast,Breakfast,1,68.00,68.00,Apple Pay,,Yael,3.40,CUST-1271,Dine-in
SQ-20260320,2026-01-24 02:34:00,Croissant Plain,Pastry,1,14.00,14.00,Bit,,Yael,0.00,,Takeaway
SQ-20260321,2026-01-24 15:09:00,Iced Latte,Coffee,1,20.00,20.00,Apple Pay,,Tomer,0.00,,Takeaway
SQ-20260322,2026-01-25 04:05:00,Scone,Pastry,3,12.00,36.00,Bit,,Yael,0.00,,Dine-in
SQ-20260323,2026-01-25 17:19:00,Cheese Sandwich,Sandwich,2,32.00,64.00,Credit Card,Amex,Tomer,0.00,CUST-1194,Takeaway
SQ-20260324,2026-01-26 06:35:00,Israeli Breakfast,Breakfast,1,68.00,68.00,Credit Card,Amex,Yael,0.00,,Takeaway
SQ-20260325,2026-01-26 19:41:00,Caesar Salad,Salad,1,46.00,46.00,Credit Card,Isracard,Ruby,0.00,,Takeaway
SQ-20260326,2026-01-27 08:30:00,Macchiato,Coffee,1,14.00,14.00,Credit Card,Amex,Tomer,1.40,,Dine-in
SQ-20260327,2026-01-27 21:11:00,Beer (Tap),Drink,2,28.00,56.00,Credit Card,Visa,Yael,0.00,,Takeaway
SQ-20260328,2026-01-28 10:59:00,Cappuccino,Coffee,1,16.00,16.00,Google Pay,,Yael,1.60,,Takeaway
SQ-20260329,2026-01-28 23:43:00,Lemonade,Drink,1,14.00,14.00,Bit,,Tomer,0.00,,Dine-in
SQ-20260330,2026-01-29 12:32:00,Veggie Wrap,Sandwich,3,36.00,108.00,Credit Card,Visa,Shira,0.00,,Dine-in
SQ-20260331,2026-01-30 01:38:00,Salad Bowl,Salad,2,48.00,96.00,Google Pay,,Shira,0.00,CUST-1139,Takeaway
SQ-20260332,2026-01-30 14:31:00,Iced Latte,Coffee,1,20.00,20.00,Bit,,Shira,0.00,,Takeaway
SQ-20260333,2026-01-31 03:05:00,Salad Bowl,Salad,2,48.00,96.00,Cash,,Tomer,0.00,CUST-1137,Dine-in
SQ-20260334,2026-01-01 16:24:00,Halloumi Sandwich,Sandwich,2,38.00,76.00,Credit Card,Amex,Shira,0.00,,Dine-in
SQ-20260335,2026-01-02 05:00:00,Croissant Plain,Pastry,1,14.00,14.00,Cash,,Ruby,0.00,CUST-1095,Takeaway
SQ-20260336,2026-01-02 18:28:00,Avocado Toast,Breakfast,1,42.00,42.00,Bit,,Ruby,0.00,CUST-1283,Dine-in
SQ-20260337,2026-01-03 07:38:00,Yogurt Parfait,Breakfast,2,32.00,64.00,Bit,,Ruby,0.00,,Dine-in
SQ-20260338,2026-01-03 20:46:00,Lemonade,Drink,1,14.00,14.00,Cash,,Yael,0.00,,Takeaway
SQ-20260339,2026-01-04 09:10:00,Latte,Coffee,1,18.00,18.00,Cash,,Shira,0.00,CUST-1085,Takeaway
SQ-20260340,2026-01-04 22:17:00,Muffin Blueberry,Pastry,1,14.00,14.00,Credit Card,Mastercard,Tomer,0.00,,Takeaway
SQ-20260341,2026-01-05 11:38:00,Yogurt Parfait,Breakfast,1,32.00,32.00,Credit Card,Visa,Tomer,0.00,,Dine-in
SQ-20260342,2026-01-06 00:53:00,Yogurt Parfait,Breakfast,1,32.00,32.00,Bit,,Shira,0.00,,Takeaway
SQ-20260343,2026-01-06 13:08:00,Croissant Plain,Pastry,1,14.00,14.00,Cash,,Shira,0.00,,Takeaway
SQ-20260344,2026-01-07 02:20:00,Croissant Plain,Pastry,2,14.00,28.00,Bit,,Yael,0.00,,Dine-in
SQ-20260345,2026-01-07 15:52:00,Caesar Salad,Salad,1,46.00,46.00,Credit Card,Isracard,Yael,4.60,,Dine-in
SQ-20260346,2026-01-08 04:43:00,Salad Bowl,Salad,1,48.00,48.00,Bit,,Tomer,0.00,,Dine-in
SQ-20260347,2026-01-08 17:53:00,Halloumi Sandwich,Sandwich,1,38.00,38.00,Bit,,Tomer,1.90,CUST-1155,Dine-in
SQ-20260348,2026-01-09 06:16:00,Cheese Sandwich,Sandwich,1,32.00,32.00,Bit,,Shira,0.00,,Takeaway
SQ-20260349,2026-01-09 19:30:00,Granola Bowl,Breakfast,1,38.00,38.00,Apple Pay,,Tomer,1.90,,Dine-in
SQ-20260350,2026-01-10 08:44:00,Lemonade,Drink,2,14.00,28.00,Google Pay,,Tomer,0.00,CUST-1127,Dine-in
SQ-20260351,2026-01-10 21:10:00,Tuna Sandwich,Sandwich,2,36.00,72.00,Google Pay,,Tomer,8.64,,Dine-in
SQ-20260352,2026-01-11 10:50:00,Muffin Blueberry,Pastry,1,14.00,14.00,Credit Card,Mastercard,Yael,1.40,,Takeaway
SQ-20260353,2026-01-11 23:37:00,Halloumi Sandwich,Sandwich,2,38.00,76.00,Bit,,Tomer,3.80,,Takeaway
SQ-20260354,2026-01-12 12:44:00,Shakshuka,Breakfast,1,52.00,52.00,Credit Card,Mastercard,Ruby,0.00,,Dine-in
SQ-20260355,2026-01-13 01:07:00,Water Bottle,Drink,3,8.00,24.00,Credit Card,Mastercard,Tomer,0.00,,Dine-in
SQ-20260356,2026-01-13 14:33:00,Israeli Breakfast,Breakfast,1,68.00,68.00,Credit Card,Mastercard,Tomer,8.16,,Dine-in
SQ-20260357,2026-01-14 03:19:00,Americano,Coffee,2,14.00,28.00,Credit Card,Visa,Tomer,3.36,CUST-1084,Dine-in
SQ-20260358,2026-01-14 16:33:00,Flat White,Coffee,1,18.00,18.00,Bit,,Yael,0.90,,Dine-in
SQ-20260359,2026-01-15 05:51:00,Cookie,Pastry,2,10.00,20.00,Credit Card,Amex,Tomer,1.00,,Takeaway
SQ-20260360,2026-01-15 18:56:00,Cold Brew,Coffee,1,20.00,20.00,Bit,,Shira,0.00,,Dine-in
SQ-20260361,2026-01-16 07:17:00,Salad Bowl,Salad,2,48.00,96.00,Credit Card,Isracard,Ruby,9.60,,Dine-in
SQ-20260362,2026-01-16 20:12:00,Banana Bread,Pastry,1,18.00,18.00,Bit,,Yael,2.16,,Takeaway
SQ-20260363,2026-01-17 09:39:00,Cookie,Pastry,2,10.00,20.00,Bit,,Tomer,1.00,,Dine-in
SQ-20260364,2026-01-17 22:58:00,Yogurt Parfait,Breakfast,2,32.00,64.00,Credit Card,Mastercard,Ruby,0.00,,Dine-in
SQ-20260365,2026-01-18 11:23:00,Halloumi Sandwich,Sandwich,1,38.00,38.00,Bit,,Shira,3.80,CUST-1196,Takeaway
SQ-20260366,2026-01-19 00:11:00,Israeli Breakfast,Breakfast,2,68.00,136.00,Credit Card,Isracard,Yael,6.80,,Dine-in
SQ-20260367,2026-01-19 13:20:00,Water Bottle,Drink,1,8.00,8.00,Credit Card,Mastercard,Ruby,0.40,CUST-1196,Takeaway
SQ-20260368,2026-01-20 02:32:00,Tuna Sandwich,Sandwich,1,36.00,36.00,Bit,,Shira,4.32,,Takeaway
SQ-20260369,2026-01-20 15:10:00,Cappuccino,Coffee,1,16.00,16.00,Cash,,Tomer,0.00,CUST-1115,Takeaway
SQ-20260370,2026-01-21 04:18:00,Flat White,Coffee,2,18.00,36.00,Google Pay,,Tomer,1.80,,Dine-in
SQ-20260371,2026-01-21 17:36:00,Hafuch,Coffee,1,16.00,16.00,Apple Pay,,Tomer,1.60,,Dine-in
SQ-20260372,2026-01-22 06:48:00,Veggie Wrap,Sandwich,1,36.00,36.00,Cash,,Shira,0.00,CUST-1334,Dine-in
SQ-20260373,2026-01-22 19:19:00,Fresh OJ,Drink,3,18.00,54.00,Bit,,Tomer,0.00,,Dine-in
SQ-20260374,2026-01-23 08:28:00,Fresh OJ,Drink,3,18.00,54.00,Cash,,Yael,0.00,,Takeaway
SQ-20260375,2026-01-23 21:44:00,Scone,Pastry,3,12.00,36.00,Google Pay,,Tomer,1.80,CUST-1071,Dine-in
SQ-20260376,2026-01-24 10:52:00,Cold Brew,Coffee,2,20.00,40.00,Google Pay,,Tomer,4.00,,Takeaway
SQ-20260377,2026-01-24 23:10:00,Croissant Chocolate,Pastry,3,16.00,48.00,Cash,,Tomer,0.00,,Takeaway
SQ-20260378,2026-01-25 12:57:00,Cheese Sandwich,Sandwich,2,32.00,64.00,Credit Card,Mastercard,Ruby,0.00,,Dine-in
SQ-20260379,2026-01-26 01:44:00,Fresh OJ,Drink,1,18.00,18.00,Credit Card,Amex,Tomer,0.00,,Takeaway
SQ-20260380,2026-01-26 14:31:00,Latte,Coffee,2,18.00,36.00,Cash,,Tomer,0.00,,Takeaway
SQ-20260381,2026-01-27 03:04:00,Tuna Sandwich,Sandwich,2,36.00,72.00,Credit Card,Mastercard,Yael,8.64,,Dine-in
SQ-20260382,2026-01-27 16:29:00,Israeli Breakfast,Breakfast,1,68.00,68.00,Credit Card,Amex,Ruby,8.16,,Dine-in
SQ-20260383,2026-01-28 05:54:00,Cappuccino,Coffee,2,16.00,32.00,Bit,,Yael,1.60,,Takeaway
SQ-20260384,2026-01-28 18:17:00,Croissant Chocolate,Pastry,2,16.00,32.00,Bit,,Yael,3.20,CUST-1248,Dine-in
SQ-20260385,2026-01-29 07:57:00,Cheese Sandwich,Sandwich,2,32.00,64.00,Credit Card,Visa,Tomer,3.20,CUST-1080,Takeaway
SQ-20260386,2026-01-29 20:29:00,Espresso,Coffee,3,12.00,36.00,Bit,,Yael,4.32,,Dine-in
SQ-20260387,2026-01-30 09:10:00,Fresh OJ,Drink,3,18.00,54.00,Cash,,Ruby,0.00,,Dine-in
SQ-20260388,2026-01-30 22:05:00,Scone,Pastry,2,12.00,24.00,Credit Card,Visa,Shira,2.88,,Dine-in
SQ-20260389,2026-01-01 11:27:00,Tuna Sandwich,Sandwich,1,36.00,36.00,Credit Card,Visa,Yael,1.80,CUST-1303,Dine-in
SQ-20260390,2026-01-02 00:33:00,Cheese Sandwich,Sandwich,1,32.00,32.00,Credit Card,Amex,Tomer,0.00,,Takeaway
SQ-20260391,2026-01-02 13:44:00,Latte,Coffee,1,18.00,18.00,Cash,,Shira,0.00,CUST-1052,Dine-in
SQ-20260392,2026-01-03 02:20:00,Scone,Pastry,3,12.00,36.00,Credit Card,Mastercard,Yael,4.32,,Dine-in
SQ-20260393,2026-01-03 15:04:00,Shakshuka,Breakfast,1,52.00,52.00,Google Pay,,Tomer,0.00,,Dine-in
SQ-20260394,2026-01-04 04:40:00,Veggie Wrap,Sandwich,1,36.00,36.00,Bit,,Yael,4.32,,Dine-in
SQ-20260395,2026-01-04 17:05:00,Lemonade,Drink,1,14.00,14.00,Credit Card,Isracard,Tomer,0.70,,Takeaway
SQ-20260396,2026-01-05 06:20:00,Caesar Salad,Salad,1,46.00,46.00,Cash,,Tomer,0.00,CUST-1283,Takeaway
SQ-20260397,2026-01-05 19:38:00,Veggie Wrap,Sandwich,2,36.00,72.00,Credit Card,Amex,Tomer,0.00,,Takeaway
SQ-20260398,2026-01-06 08:12:00,Veggie Wrap,Sandwich,1,36.00,36.00,Credit Card,Visa,Shira,1.80,CUST-1255,Takeaway
SQ-20260399,2026-01-06 21:04:00,Shakshuka,Breakfast,3,52.00,156.00,Credit Card,Mastercard,Tomer,0.00,,Takeaway
SQ-20260400,2026-01-07 10:26:00,Scone,Pastry,1,12.00,12.00,Credit Card,Mastercard,Ruby,0.00,,Dine-in
SQ-20260401,2026-01-07 23:16:00,Cold Brew,Coffee,1,20.00,20.00,Credit Card,Mastercard,Yael,0.00,,Takeaway
SQ-20260402,2026-01-08 12:49:00,Muffin Blueberry,Pastry,1,14.00,14.00,Bit,,Ruby,1.68,,Takeaway
SQ-20260403,2026-01-09 01:09:00,Macchiato,Coffee,1,14.00,14.00,Credit Card,Isracard,Yael,0.00,,Takeaway
SQ-20260404,2026-01-09 14:37:00,Tuna Sandwich,Sandwich,2,36.00,72.00,Credit Card,Mastercard,Tomer,3.60,,Dine-in
SQ-20260405,2026-01-10 03:03:00,Iced Latte,Coffee,1,20.00,20.00,Bit,,Ruby,1.00,,Dine-in
SQ-20260406,2026-01-10 16:19:00,Cheese Sandwich,Sandwich,2,32.00,64.00,Credit Card,Visa,Ruby,7.68,CUST-1005,Dine-in
SQ-20260407,2026-01-11 05:31:00,Scone,Pastry,1,12.00,12.00,Cash,,Yael,0.00,,Dine-in
SQ-20260408,2026-01-11 18:46:00,Lemonade,Drink,1,14.00,14.00,Credit Card,Mastercard,Shira,0.00,,Dine-in
SQ-20260409,2026-01-12 07:45:00,Granola Bowl,Breakfast,2,38.00,76.00,Bit,,Shira,7.60,,Takeaway
SQ-20260410,2026-01-12 20:54:00,Granola Bowl,Breakfast,1,38.00,38.00,Credit Card,Mastercard,Ruby,3.80,,Dine-in
SQ-20260411,2026-01-13 09:14:00,Veggie Wrap,Sandwich,1,36.00,36.00,Credit Card,Visa,Yael,0.00,,Takeaway
